a-Al(650K),a-Fe(650K),a-Al(700K),a-Fe(700K),a-Al(750K),a-Fe(750K),a-Al(800K),a-Fe(800K)
9.129530434549562e-05,0.0023811417944266,9.766085638812855e-05,0.0044618597550383,0.0001035355919453,0.0076892235122873,0.0001089651624278,0.0123795036972207
9.129530434549562e-05,0.0023811417944266,9.960324586676372e-05,0.0044618597550383,0.0001074125932965,0.0076892235122873,0.0001147464342738,0.0123795036972207
9.36322544788562e-05,0.0023811417944266,0.0001011739723228,0.0044618597550383,0.000108199772301,0.0076892235122873,0.0001147464342738,0.0123795036972207
9.602902516887016e-05,0.0023811417944266,0.0001048134642082,0.0044618597550383,0.000113074069564,0.0076892235122873,0.0001208344381377,0.0123795036972207
9.602902516887016e-05,0.0023811417944266,0.0001048134642082,0.0044618597550383,0.000113074069564,0.0076892235122873,0.0001208344381377,0.0123795036972207
0.0001010081924913,0.0023811417944266,0.0001081453114654,0.0044618597550383,0.0001147374813923,0.0076892235122873,0.0001208344381377,0.0123795036972207
0.0001010081924913,0.0023811417944266,0.0001102962276352,0.0044618597550383,0.0001190339495153,0.0076892235122873,0.0001272454480391,0.0123795036972207
0.0001035937702557,0.0023811417944266,0.0001120355806175,0.0044618597550383,0.0001199062962579,0.0076892235122873,0.0001272454480391,0.0123795036972207
0.0001062455328732,0.0023811417944266,0.0001149285059725,0.0044618597550383,0.0001230257153053,0.0076892235122873,0.0001305774007446,0.0123795036972207
0.0001062455328732,0.0023811417944266,0.0001160657929061,0.0044618597550383,0.0001253079613377,0.0076892235122873,0.0001339966014343,0.0123795036972207
0.0001117544327554,0.0023811417944266,0.0001197553331448,0.0044618597550383,0.0001271513436965,0.0076892235122873,0.0001339966014343,0.0123795036972207
0.0001117544327554,0.0023811417944266,0.0001221371625462,0.0044618597550383,0.0001319126622157,0.0076892235122873,0.000141105945027,0.0123795036972207
0.0001117544327554,0.0023811417944266,0.0001221371625462,0.0044618597550383,0.0001319126622157,0.0076892235122873,0.000141105945027,0.0123795036972207
0.0001175489726743,0.0023811417944266,0.0001272667426268,0.0044618597550383,0.0001363363115563,0.0076892235122873,0.0001448008381846,0.0123795036972207
0.0001175489726743,0.0023811417944266,0.000128526123859,0.0044618597550383,0.0001388654820257,0.0076892235122873,0.0001485924830095,0.0123795036972207
0.0001205579564258,0.0023811417944266,0.0001305529592426,0.0044618597550383,0.0001398831652278,0.0076892235122873,0.0001485924830095,0.0123795036972207
0.0001236439632513,0.0023811417944266,0.0001352492899774,0.0044618597550383,0.000146184769334,0.0076892235122873,0.0001564762278635,0.0123795036972207
0.0001236439632513,0.0023811417944266,0.0001352492899774,0.0044618597550383,0.000146184769334,0.0076892235122873,0.0001564762278635,0.0123795036972207
0.0001300549830483,0.0023811417944266,0.000140929560006,0.0044618597550383,0.0001510870292659,0.0076892235122873,0.0001605735955793,0.0123795036972207
0.0001300549830483,0.0023811417944266,0.0001423241430625,0.0044618597550383,0.0001538898398184,0.0076892235122873,0.0001647782538556,0.0123795036972207
0.0001300549830483,0.0023811417944266,0.0001423241430625,0.0044618597550383,0.0001538898398184,0.0076892235122873,0.0001647782538556,0.0123795036972207
0.0001367984183854,0.0023811417944266,0.0001483015464508,0.0044618597550383,0.0001590504868481,0.0076892235122873,0.0001690930121217,0.0123795036972207
0.0001367984183854,0.0023811417944266,0.0001497690797628,0.0044618597550383,0.0001620010272425,0.0076892235122873,0.0001735207533722,0.0123795036972207
0.0001403001437412,0.0024269396114807,0.0001521309129926,0.0045147919004728,0.0001631882605402,0.0077316585956821,0.0001735207533722,0.0123795036972207
0.0001438915052244,0.0036208199156703,0.0001576034590501,0.005783569986064,0.0001705397371173,0.0086789367336463,0.000182727096242,0.0123795036972207
0.0001438915052244,0.0074680632465679,0.0001576034590501,0.0099456977478834,0.0001705397371173,0.0127488855881251,0.000182727096242,0.0158427135437444
0.0001475747973141,0.0156993893916907,0.0001616730148126,0.0184248104468206,0.0001749764090928,0.0211667376393661,0.0001875118492691,0.0238986551582701
0.0001513523732227,0.0278031578945915,0.0001658476525588,0.0306954782331088,0.0001795285031895,0.0334444438382481,0.0001924218922067,0.0360510033080431
0.0001513523732227,0.036301627515928,0.0001658476525588,0.0397731457855797,0.0001795285031895,0.0430492188274521,0.0001924218922067,0.0461363987073356
0.0001592000920723,0.036301627515928,0.0001728130085343,0.0397731457855797,0.0001855489346738,0.0430492188274521,0.0001974605058013,0.0461363987073356
0.0001592000920723,0.036301627515928,0.0001745230975579,0.0397731457855797,0.0001889910469096,0.0430492188274521,0.0002026310567065,0.0461363987073356
0.0001592000920723,0.036301627515928,0.0001745230975579,0.0397731457855797,0.0001889910469096,0.0430492188274521,0.0002026310567065,0.0461363987073356
0.0001674547202411,0.036301627515928,0.0001836523526941,0.0397731457855797,0.000198952340032,0.0430492188274521,0.0002133818801547,0.0461363987073356
0.0001674547202411,0.036301627515928,0.0001836523526941,0.0397731457855797,0.000198952340032,0.0430492188274521,0.0002133818801547,0.0461363987073356
0.0001717411765228,0.036301627515928,0.0001883945296407,0.0397731457855797,0.0002041281793196,0.0430492188274521,0.0002189693360821,0.0461363987073356
0.0001761373562415,0.036301627515928,0.0001932591566505,0.0397731457855797,0.0002094386705161,0.0430492188274521,0.0002247031008889,0.0461363987073356
0.0001761373562415,0.036301627515928,0.0001932591566505,0.0397731457855797,0.0002094386705161,0.0430492188274521,0.0002247031008889,0.0461363987073356
0.0001806460680653,0.036301627515928,0.0001982493955662,0.0397731457855797,0.0002148873166543,0.0430492188274521,0.0002305870057081,0.0461363987073356
0.0001852701925576,0.036301627515928,0.0002033684898743,0.0397731457855797,0.0002204777119007,0.0430492188274521,0.0002366249819923,0.0461363987073356
0.0001852701925576,0.036301627515928,0.0002033684898743,0.0397731457855797,0.0002204777119007,0.0430492188274521,0.0002366249819923,0.0461363987073356
0.0001900126840177,0.036301627515928,0.0002106841853209,0.0397731457855797,0.0002304100240011,0.0430492188274521,0.0002491793921907,0.0461363987073356
0.0001948765723681,0.036301627515928,0.0002140066395329,0.0397731457855797,0.0002320985963346,0.0430492188274521,0.0002491793921907,0.0461363987073356
0.0001948765723681,0.036301627515928,0.0002140066395329,0.0397731457855797,0.0002320985963346,0.0430492188274521,0.0002491793921907,0.0461363987073356
0.0002049810492108,0.036301627515928,0.0002252012678685,0.0397731457855797,0.0002443319914566,0.0430492188274521,0.0002623998910417,0.0461363987073356
0.0002049810492108,0.036301627515928,0.0002252012678685,0.0397731457855797,0.0002443319914566,0.0430492188274521,0.0002623998910417,0.0461363987073356
0.0002049810492108,0.036301627515928,0.0002274297703379,0.0397731457855797,0.0002488645862617,0.0430492188274521,0.0002692708953908,0.0461363987073356
0.0002156094497403,0.036301627515928,0.0002369814841271,0.0397731457855797,0.0002572101813278,0.0430492188274521,0.0002763218186438,0.0461363987073356
0.0002156094497403,0.036301627515928,0.0002369814841271,0.0397731457855797,0.0002572101813278,0.0430492188274521,0.0002763218186438,0.0461363987073356
0.0002211285565108,0.036301627515928,0.0002431006985794,0.0397731457855797,0.0002639016259296,0.0430492188274521,0.0002835573720205,0.0461363987073356
0.0002267889397401,0.036301627515928,0.0002493779202517,0.0397731457855797,0.0002707671516296,0.0430492188274521,0.0002909823901051,0.0461363987073356
0.0002267889397401,0.036301627515928,0.0002493779202517,0.0397731457855797,0.0002707671516296,0.0430492188274521,0.0002909823901051,0.0461363987073356
0.000238548093557,0.036301627515928,0.0002624228105336,0.0397731457855797,0.0002850386793521,0.0430492188274521,0.0003064207950238,0.0461363987073356
0.000238548093557,0.036301627515928,0.0002624228105336,0.0397731457855797,0.0002850386793521,0.0430492188274521,0.0003064207950238,0.0461363987073356
0.000238548093557,0.036301627515928,0.0002624228105336,0.0397731457855797,0.0002850386793521,0.0430492188274521,0.0003064207950238,0.0461363987073356
0.0002509169671364,0.036301627515928,0.0002761500754311,0.0397731457855797,0.0003000624272103,0.0430492188274521,0.0003226783022475,0.0461363987073356
0.0002509169671364,0.036301627515928,0.0002761500754311,0.0397731457855797,0.0003000624272103,0.0430492188274521,0.0003226783022475,0.0461363987073356
0.0002573398652692,0.036301627515928,0.0002832806811778,0.0397731457855797,0.0003078686932701,0.0430492188274521,0.0003311277113129,0.0461363987073356
0.0002639271748441,0.036301627515928,0.0002905954097722,0.0397731457855797,0.000315878043036,0.0430492188274521,0.0003397983701897,0.0461363987073356
0.0002639271748441,0.036301627515928,0.0002905954097722,0.0397731457855797,0.000315878043036,0.0430492188274521,0.0003397983701897,0.0461363987073356
0.0002776119702711,0.036301627515928,0.0003027999869411,0.0397731457855797,0.0003264709131468,0.0430492188274521,0.0003486960723577,0.0461363987073356
0.0002776119702711,0.036301627515928,0.0003057963755718,0.0397731457855797,0.0003325272644094,0.0430492188274521,0.0003578267630001,0.0461363987073356
0.0002776119702711,0.036301627515928,0.0003057963755718,0.0397731457855797,0.0003325272644094,0.0430492188274521,0.0003578267630001,0.0461363987073356
0.0002920063312288,0.036301627515928,0.0003186393708089,0.0397731457855797,0.0003436784608849,0.0430492188274521,0.0003671965429762,0.0461363987073356
0.0002920063312288,0.036301627515928,0.000321792499703,0.0397731457855797,0.0003500540288044,0.0430492188274521,0.0003768116728978,0.0461363987073356
0.0002994810227214,0.036301627515928,0.000326867113369,0.0397731457855797,0.0003526194187037,0.0430492188274521,0.0003768116728978,0.0461363987073356
0.0003071470491508,0.036301627515928,0.0003353073084816,0.0397731457855797,0.0003617929797718,0.0430492188274521,0.0003866785773123,0.0461363987073356
0.0003071470491508,0.036301627515928,0.0003386253766792,0.0397731457855797,0.0003685045895405,0.0430492188274521,0.0003968038489955,0.0461363987073356
0.0003230728231303,0.036301627515928,0.0003493897192287,0.0397731457855797,0.0003739255927413,0.0430492188274521,0.0003968038489955,0.0461363987073356
0.0003230728231303,0.036301627515928,0.0003563387768109,0.0397731457855797,0.0003879276378454,0.0430492188274521,0.0004178567329583,0.0461363987073356
0.000331342745472,0.036301627515928,0.0003619581794638,0.0397731457855797,0.0003907705865387,0.0430492188274521,0.0004178567329583,0.0461363987073356
0.000339824358834,0.036301627515928,0.0003676661991527,0.0397731457855797,0.0003936343699355,0.0430492188274521,0.0004178567329583,0.0461363987073356
0.000339824358834,0.036301627515928,0.0003749787600219,0.0397731457855797,0.0004083744313524,0.0430492188274521,0.0004400266018603,0.0461363987073356
0.0003574444725434,0.036301627515928,0.0003868987167046,0.0397731457855797,0.0004143819524589,0.0430492188274521,0.0004400266018603,0.0461363987073356
0.0003574444725434,0.036301627515928,0.0003868987167046,0.0397731457855797,0.0004143819524589,0.0430492188274521,0.0004400266018603,0.0461363987073356
0.0003665942301762,0.036301627515928,0.0004008164734911,0.0397731457855797,0.0004330494669442,0.0430492188274521,0.0004633727186205,0.0461363987073356
0.0003759782005923,0.036301627515928,0.0004071372819494,0.0397731457855797,0.0004362230934047,0.0430492188274521,0.0004633727186205,0.0461363987073356
0.0003759782005923,0.036301627515928,0.0004071372819494,0.0397731457855797,0.0004362230934047,0.0430492188274521,0.0004633727186205,0.0461363987073356
0.0003954729144775,0.036301627515928,0.0004284345209646,0.0397731457855797,0.0004592154317783,0.0430492188274521,0.0004879574904198,0.0461363987073356
0.0003954729144775,0.036301627515928,0.0004284345209646,0.0397731457855797,0.0004592154317783,0.0430492188274521,0.0004879574904198,0.0461363987073356
0.0004055961128923,0.036301627515928,0.0004351908613922,0.0397731457855797,0.0004625808169284,0.0430492188274521,0.0004879574904198,0.0461363987073356
0.0004159784419388,0.036301627515928,0.0004508458126833,0.0397731457855797,0.0004834196446076,0.0430492188274521,0.0005138466355242,0.0461363987073356
0.0004159784419388,0.036301627515928,0.0004508458126833,0.0397731457855797,0.0004834196446076,0.0430492188274521,0.0005138466355242,0.0461363987073356
0.000426626534766,0.036301627515928,0.0004579555754167,0.0397731457855797,0.0004869624116417,0.0430492188274521,0.0005138466355242,0.0461363987073356
0.0004375471943165,0.036301627515928,0.0004744294328954,0.0397731457855797,0.0005088996070702,0.0430492188274521,0.0005411093589573,0.0461363987073356
0.0004375471943165,0.036301627515928,0.0004744294328954,0.0397731457855797,0.0005088996070702,0.0430492188274521,0.0005411093589573,0.0461363987073356
0.0004602343005132,0.036301627515928,0.0004895107625386,0.0397731457855797,0.0005163859355371,0.0430492188274521,0.0005411093589573,0.0461363987073356
0.0004602343005132,0.036301627515928,0.0004992467057814,0.0397731457855797,0.0005357225610606,0.0430492188274521,0.0005698185374952,0.0461363987073356
0.0004720152416873,0.036301627515928,0.0005071197424687,0.0397731457855797,0.0005396486328492,0.0430492188274521,0.0005698185374952,0.0461363987073356
0.0004840977479007,0.036301627515928,0.000515116935622,0.0397731457855797,0.0005436034770674,0.0430492188274521,0.0005698185374952,0.0461363987073356
0.0004840977479007,0.036301627515928,0.0005253621633726,0.0397731457855797,0.0005639592926425,0.0430492188274521,0.0006000509144747,0.0461363987073356
0.0005091985305336,0.036301627515928,0.0005420625605624,0.0397731457855797,0.0005722555940112,0.0430492188274521,0.0006000509144747,0.0461363987073356
0.0005091985305336,0.036301627515928,0.0005420625605624,0.0397731457855797,0.0005722555940112,0.0430492188274521,0.0006000509144747,0.0461363987073356
0.0005222328435508,0.036301627515928,0.0005615619658467,0.0397731457855797,0.0005980351665219,0.0430492188274521,0.0006318873049387,0.0461363987073356
0.0005356008050482,0.036301627515928,0.0005704177037176,0.0397731457855797,0.0006024178996127,0.0430492188274521,0.0006318873049387,0.0461363987073356
0.0005356008050482,0.036301627515928,0.0005760623311808,0.0397731457855797,0.0006135933344217,0.0430492188274521,0.0006484334262162,0.0461363987073356
0.0005633720546436,0.036301627515928,0.0006002560965967,0.0397731457855797,0.0006341699925202,0.0430492188274521,0.0006654128116648,0.0461363987073356
0.0005633720546436,0.036301627515928,0.0006002560965967,0.0397731457855797,0.0006341699925202,0.0430492188274521,0.0006654128116648,0.0461363987073356
0.0005777930854696,0.036301627515928,0.0006157556019478,0.0397731457855797,0.0006506682250207,0.0430492188274521,0.000682836806411,0.0461363987073356
0.0005925832615671,0.036301627515928,0.0006316553275841,0.0397731457855797,0.000667595666848,0.0430492188274521,0.0007007170526564,0.0461363987073356
0.0005925832615671,0.036301627515928,0.0006316553275841,0.0397731457855797,0.000667595666848,0.0430492188274521,0.0007007170526564,0.0461363987073356
0.0006077520322073,0.036301627515928,0.0006479656077886,0.0397731457855797,0.0006849634840861,0.0430492188274521,0.0007190654974565,0.0461363987073356
0.0006233090885411,0.036301627515928,0.0006646970436911,0.0397731457855797,0.0007027831333096,0.0430492188274521,0.0007378944007031,0.0461363987073356
0.0006233090885411,0.036301627515928,0.0006646970436911,0.0397731457855797,0.0007027831333096,0.0430492188274521,0.0007378944007031,0.0461363987073356
0.0006556280695991,0.036301627515928,0.0006926133358652,0.0397731457855797,0.0007263507430606,0.0430492188274521,0.0007572163433163,0.0461363987073356
0.0006556280695991,0.036301627515928,0.0006994671628617,0.0397731457855797,0.0007398252520067,0.0430492188274521,0.0007770442356509,0.0461363987073356
0.0006724106425438,0.036301627515928,0.0007104976425243,0.0397731457855797,0.0007452471014144,0.0430492188274521,0.0007770442356509,0.0461363987073356
0.000689622810815,0.036301627515928,0.0007288437485859,0.0397731457855797,0.0007646350574742,0.0430492188274521,0.0007973913261219,0.0461363987073356
0.000689622810815,0.036301627515928,0.0007360560973837,0.0397731457855797,0.0007788197774884,0.0430492188274521,0.0008182712100579,0.0461363987073356
0.0007253802014413,0.036301627515928,0.0007594541074372,0.0397731457855797,0.0007902768519089,0.0430492188274521,0.0008182712100579,0.0461363987073356
0.0007253802014413,0.036301627515928,0.0007745589889869,0.0397731457855797,0.0008198696167261,0.0430492188274521,0.0008616855289438,0.0461363987073356
0.0007439482687767,0.036301627515928,0.0007867736541337,0.0397731457855797,0.0008258780755937,0.0430492188274521,0.0008616855289438,0.0461363987073356
0.0007629916359948,0.036301627515928,0.000799180942498,0.0397731457855797,0.0008319305677773,0.0430492188274521,0.0008616855289438,0.0461363987073356
0.0007629916359948,0.036301627515928,0.0008150759562389,0.0397731457855797,0.0008630831006866,0.0430492188274521,0.0009074032443824,0.0461363987073356
0.0008025532478571,0.036301627515928,0.0008409858773525,0.0397731457855797,0.0008757797573477,0.0430492188274521,0.0009074032443824,0.0461363987073356
0.0008025532478571,0.036301627515928,0.0008409858773525,0.0397731457855797,0.0008757797573477,0.0430492188274521,0.0009074032443824,0.0461363987073356
0.0008230967679544,0.036301627515928,0.0008712383346406,0.0397731457855797,0.0009152328059403,0.0430492188274521,0.0009555465657232,0.0461363987073356
0.0008441661549883,0.036301627515928,0.0008849776168282,0.0397731457855797,0.0009219401391022,0.0430492188274521,0.0009555465657232,0.0461363987073356
0.0008441661549883,0.036301627515928,0.0008937350044894,0.0397731457855797,0.0009390430205555,0.0430492188274521,0.0009805677827017,0.0461363987073356
0.0008879367183804,0.036301627515928,0.000931270552072,0.0397731457855797,0.0009705335307839,0.0430492188274521,0.0010062441862734,0.0461363987073356
0.0008879367183804,0.036301627515928,0.000931270552072,0.0397731457855797,0.0009705335307839,0.0430492188274521,0.0010062441862734,0.0461363987073356
0.0008879367183804,0.036301627515928,0.0009404860362683,0.0397731457855797,0.0009885378666616,0.0430492188274521,0.0010325929326572,0.0461363987073356
0.0009339768139119,0.036301627515928,0.0009799850580006,0.0397731457855797,0.0010216881708755,0.0430492188274521,0.0010596316273114,0.0461363987073356
0.0009339768139119,0.036301627515928,0.0009799850580006,0.0397731457855797,0.0010216881708755,0.0430492188274521,0.0010596316273114,0.0461363987073356
0.000982404118298,0.036301627515928,0.0010211429801924,0.0397731457855797,0.0010559501600399,0.0430492188274521,0.0010873783366977,0.0461363987073356
0.000982404118298,0.036301627515928,0.0010312478063089,0.0397731457855797,0.0010755390570212,0.0430492188274521,0.0011158516003525,0.0461363987073356
0.000982404118298,0.036301627515928,0.0010312478063089,0.0397731457855797,0.0010755390570212,0.0430492188274521,0.0011158516003525,0.0461363987073356
0.0010333424098684,0.036301627515928,0.0010851920948537,0.0397731457855797,0.001132228302288,0.0430492188274521,0.0011750543886354,0.0461363987073356
0.0010333424098684,0.036301627515928,0.0010851920948537,0.0397731457855797,0.001132228302288,0.0430492188274521,0.0011750543886354,0.0461363987073356
0.0010597936025103,0.036301627515928,0.0011023053919001,0.0397731457855797,0.0011405258986913,0.0430492188274521,0.0011750543886354,0.0461363987073356
0.0010869218849393,0.036301627515928,0.0011419581942657,0.0397731457855797,0.0011919055102029,0.0430492188274521,0.0012373982488489,0.0461363987073356
0.0010869218849393,0.036301627515928,0.0011419581942657,0.0397731457855797,0.0011919055102029,0.0430492188274521,0.0012373982488489,0.0461363987073356
0.0011432794905906,0.036301627515928,0.0011899187484825,0.0397731457855797,0.001231875683921,0.0430492188274521,0.0012697998200375,0.0461363987073356
0.0011432794905906,0.036301627515928,0.0012016937126936,0.0397731457855797,0.0012547281695583,0.0430492188274521,0.0013030498341719,0.0461363987073356
0.0011725448200306,0.036301627515928,0.0012206442206835,0.0397731457855797,0.0012639235128701,0.0430492188274521,0.0013030498341719,0.0461363987073356
0.0012025592746971,0.036301627515928,0.0012521630702839,0.0397731457855797,0.0012968050812573,0.0430492188274521,0.0013371705079351,0.0461363987073356
0.0012025592746971,0.036301627515928,0.0012645539796278,0.0397731457855797,0.001320862070027,0.0430492188274521,0.0013721846397592,0.0461363987073356
0.0012649127541098,0.036301627515928,0.0013047520662053,0.0397731457855797,0.0013402930288611,0.0430492188274521,0.0013721846397592,0.0461363987073356
0.0012649127541098,0.036301627515928,0.0013307024498018,0.0397731457855797,0.0013904817396825,0.0430492188274521,0.0014449874718627,0.0461363987073356
0.0012649127541098,0.036301627515928,0.0013307024498018,0.0397731457855797,0.0013904817396825,0.0430492188274521,0.0014449874718627,0.0461363987073356
0.0013304993019263,0.036301627515928,0.0013730032872098,0.0397731457855797,0.0014109368606648,0.0430492188274521,0.0014449874718627,0.0461363987073356
0.0013304993019263,0.036301627515928,0.0014003111282204,0.0397731457855797,0.0014637709055805,0.0430492188274521,0.001521652941842,0.0461363987073356
0.00136455702859,0.036301627515928,0.0014223937994898,0.0397731457855797,0.0014744982298993,0.0430492188274521,0.001521652941842,0.0461363987073356
0.0013994865548433,0.036301627515928,0.0014591221233362,0.0397731457855797,0.0015128579992124,0.0430492188274521,0.0015614977906328,0.0461363987073356
0.0013994865548433,0.036301627515928,0.0014735610174237,0.0397731457855797,0.001540922978617,0.0430492188274521,0.0016023859863863,0.0461363987073356
0.0014720508416288,0.036301627515928,0.0015204030932147,0.0397731457855797,0.0015635912129796,0.0430492188274521,0.0016023859863863,0.0461363987073356
0.0014720508416288,0.036301627515928,0.0015354483994862,0.0397731457855797,0.0015925973425783,0.0430492188274521,0.001644344849394,0.0461363987073356
0.0015097319626384,0.036301627515928,0.0015750959612838,0.0397731457855797,0.0016340295162025,0.0430492188274521,0.0016874024153358,0.0461363987073356
0.001548377633812,0.036301627515928,0.0015999349600103,0.0397731457855797,0.0016460045899657,0.0430492188274521,0.0016874024153358,0.0461363987073356
0.001548377633812,0.036301627515928,0.0016317562745857,0.0397731457855797,0.0017076409982716,0.0430492188274521,0.0017769294885701,0.0461363987073356
0.0016286620197415,0.036301627515928,0.0016836271168398,0.0397731457855797,0.0017327617907403,0.0430492188274521,0.0017769294885701,0.0461363987073356
0.0016286620197415,0.036301627515928,0.0016836271168398,0.0397731457855797,0.0017327617907403,0.0430492188274521,0.0017769294885701,0.0461363987073356
0.0016703520272563,0.036301627515928,0.0017441915791129,0.0397731457855797,0.0018108210682651,0.0430492188274521,0.0018712065235023,0.0461363987073356
0.0017131092032233,0.036301627515928,0.0017716971873282,0.0397731457855797,0.0018240917684877,0.0430492188274521,0.0018712065235023,0.0461363987073356
0.0017131092032233,0.036301627515928,0.0017892292003336,0.0397731457855797,0.0018579304353959,0.0430492188274521,0.0019202045170231,0.0461363987073356
0.0017569608647039,0.036301627515928,0.0018354297599318,0.0397731457855797,0.0019062653750088,0.0430492188274521,0.001970485534806,0.0461363987073356
0.001801935028014,0.036301627515928,0.0018643741789324,0.0397731457855797,0.0019202355439999,0.0430492188274521,0.001970485534806,0.0461363987073356
0.001801935028014,0.036301627515928,0.0018828232867064,0.0397731457855797,0.0019558577709521,0.0430492188274521,0.0020220831731503,0.0461363987073356
0.0018953665295094,0.036301627515928,0.0019618990784265,0.0397731457855797,0.0020214468417331,0.0430492188274521,0.0020750319080826,0.0461363987073356
0.0018953665295094,0.036301627515928,0.0019618990784265,0.0397731457855797,0.0020214468417331,0.0430492188274521,0.0020750319080826,0.0461363987073356
0.0018953665295094,0.036301627515928,0.0020009195444455,0.0397731457855797,0.002097142088068,0.0430492188274521,0.0021851251092716,0.0461363987073356
0.0019936425150378,0.036301627515928,0.0020645254785361,0.0397731457855797,0.0021279927593887,0.0430492188274521,0.0021851251092716,0.0461363987073356
0.0019936425150378,0.036301627515928,0.0020645254785361,0.0397731457855797,0.0021279927593887,0.0430492188274521,0.0021851251092716,0.0461363987073356
0.0020446751850617,0.036301627515928,0.002138791849163,0.0397731457855797,0.0022238568177167,0.0430492188274521,0.0023010594316987,0.0461363987073356
0.0020970141742426,0.036301627515928,0.0021725202373524,0.0397731457855797,0.0022401544727877,0.0430492188274521,0.0023010594316987,0.0461363987073356
0.0020970141742426,0.036301627515928,0.002194018636361,0.0397731457855797,0.0022817115053543,0.0430492188274521,0.0023613132271559,0.0461363987073356
0.0022057457211134,0.036301627515928,0.0022861641722399,0.0397731457855797,0.002358227977896,0.0430492188274521,0.00242314478276,0.0461363987073356
0.0022057457211134,0.036301627515928,0.0022861641722399,0.0397731457855797,0.002358227977896,0.0430492188274521,0.00242314478276,0.0461363987073356
0.0022057457211134,0.036301627515928,0.0023316339888975,0.0397731457855797,0.0024465343552962,0.0430492188274521,0.0025517075123447,0.0461363987073356
0.0022622077461219,0.036301627515928,0.0023684034652371,0.0397731457855797,0.0024644639147553,0.0430492188274521,0.0025517075123447,0.0461363987073356
0.0023201150693067,0.036301627515928,0.0024057527900421,0.0397731457855797,0.0024825248719616,0.0430492188274521,0.0025517075123447,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
