X_Cu/;X_Al;a-Al(500);a-Cu(500);a-Al(600);a-Cu(600);a-Al(700);a-Cu(700);a-Al(800);a-Cu(800)
0.975;0.025;9.53951E-08;0.96050926;3.85709E-07;0.96419615;1.43298E-06;0.96358575;4.2102E-06;0.96469639
0.976;0.024;8.74378E-08;0.96261257;3.54837E-07;0.96613371;1.32649E-06;0.96545614;3.91124E-06;0.96648252
0.977;0.023;7.99965E-08;0.96467508;3.25789E-07;0.9680348;1.22568E-06;0.96729413;3.62692E-06;0.96823932
0.978;0.022;7.30424E-08;0.96669641;2.98472E-07;0.96989909;1.1303E-06;0.96909945;3.35665E-06;0.96996655
0.979;0.021;6.65479E-08;0.96867614;2.728E-07;0.97172626;1.0401E-06;0.9708718;3.09988E-06;0.97166395
0.98;0.02;6.04868E-08;0.97061391;2.48689E-07;0.97351597;9.54846E-07;0.97261091;2.85603E-06;0.97333128
0.981;0.019;5.48345E-08;0.97250932;2.2606E-07;0.9752679;8.74316E-07;0.97431648;2.62459E-06;0.97496828
0.982;0.018;4.95673E-08;0.97436199;2.04836E-07;0.97698175;7.98292E-07;0.97598824;2.40505E-06;0.97657472
0.983;0.017;4.4663E-08;0.97617155;1.84945E-07;0.97865718;7.26568E-07;0.97762591;2.19689E-06;0.97815034
0.984;0.016;4.01004E-08;0.97793763;1.66318E-07;0.9802939;6.58944E-07;0.97922923;1.99966E-06;0.97969492
0.985;0.015;3.58593E-08;0.97965985;1.48888E-07;0.98189159;5.95229E-07;0.98079793;1.81288E-06;0.98120821
0.986;0.014;3.19209E-08;0.98133788;1.32592E-07;0.98344995;5.3524E-07;0.98233172;1.63613E-06;0.98268998
0.987;0.013;2.8267E-08;0.98297134;1.17369E-07;0.98496868;4.78801E-07;0.98383037;1.46896E-06;0.98413999
0.988;0.012;2.48805E-08;0.98455988;1.03163E-07;0.9864475;4.25742E-07;0.98529359;1.31096E-06;0.98555802
0.989;0.011;2.17453E-08;0.98610318;8.9919E-08;0.9878861;3.75903E-07;0.98672114;1.16175E-06;0.98694384
0.99;0.01;1.88461E-08;0.98760087;7.75837E-08;0.9892842;3.29127E-07;0.98811277;1.02093E-06;0.98829723
0.991;0.009;1.61683E-08;0.98905264;6.61079E-08;0.99064153;2.85265E-07;0.98946821;8.88141E-07;0.98961795
0.992;0.008;1.36983E-08;0.99045816;5.5444E-08;0.99195779;2.44176E-07;0.99078724;7.63026E-07;0.99090581
0.993;0.007;1.1423E-08;0.99181709;4.5547E-08;0.99323273;2.05722E-07;0.99206959;6.45245E-07;0.99216057
0.994;0.006;9.33027E-09;0.99312914;3.63739E-08;0.99446608;1.69772E-07;0.99331504;5.34467E-07;0.99338202
0.995;0.005;7.40842E-09;0.99439399;2.78836E-08;0.99565756;1.36201E-07;0.99452335;4.30378E-07;0.99456996
0.996;0.004;5.64652E-09;0.99561133;2.00372E-08;0.99680692;1.04888E-07;0.99569429;3.32672E-07;0.99572418
0.997;0.003;4.03422E-09;0.99678087;1.27977E-08;0.99791392;7.57199E-08;0.99682763;2.41057E-07;0.99684447
0.998;0.002;2.56176E-09;0.99790231;6.12978E-09;0.99897829;4.8585E-08;0.99792314;1.55253E-07;0.99793064
0.999;0.001;1.21992E-09;0.99897538;6.12978E-09;0.9999998;2.33786E-08;0.9989806;7.49868E-08;0.99898248
1;0;1.21992E-09;0.9999998;6.12978E-09;0.9999998;2.33786E-08;0.9999998;7.49868E-08;0.9999998
